,movie_id,averagerating,numvotes
21589,tt2201446,7.4,137
21590,tt2203789,6.1,56
21591,tt2206844,8.8,36
21592,tt2210683,6.7,101
21593,tt2214797,7.3,33
21594,tt2214952,7.1,192
21595,tt2214958,5.8,101
21596,tt2215926,6.5,33
21597,tt2217488,4.7,15
21598,tt2218020,7.6,8
21599,tt2219188,3.2,433
21600,tt2219896,5.4,18
21601,tt2220674,6.8,72
21602,tt2221558,3.4,123
21603,tt2222206,6.4,1666
21604,tt2224167,7.0,1416
21605,tt2224297,6.4,7
21606,tt2226178,7.0,59
21607,tt2226417,6.6,141228
21608,tt2226495,5.8,3864
21609,tt2230342,5.2,356
21610,tt2231138,5.8,1582
21611,tt2231208,7.2,1232
21612,tt2231461,6.1,115891
21613,tt2231547,6.2,12
21614,tt2232492,8.7,17
21615,tt2234536,6.7,157
21616,tt2239940,6.5,6
21617,tt2243189,7.0,360
21618,tt2244580,8.1,14
21619,tt2245171,6.3,4769
21620,tt2250234,5.0,3115
21621,tt2250554,6.0,34
21622,tt2251225,6.8,13
21623,tt2251864,8.1,7
21624,tt2254056,7.2,13
21625,tt2256782,8.0,5
21626,tt2258375,6.1,7
21627,tt2258641,7.6,36
21628,tt2260254,2.4,569
21629,tt2261277,3.3,60
21630,tt2261331,6.4,32021
21631,tt2261817,7.6,32
21632,tt2261891,5.3,106
21633,tt2262343,6.1,400
21634,tt2262952,5.3,536
21635,tt2263520,4.4,14
21636,tt2264918,3.9,129
21637,tt2267524,7.7,10
21638,tt2267968,7.1,116166
21639,tt2268176,7.0,30
21640,tt2273318,4.7,11
21641,tt2273471,8.1,8
21642,tt2274446,5.4,31
21643,tt2275519,6.3,122
21644,tt2277946,7.5,415
21645,tt2278582,6.5,44
21646,tt2279373,6.0,43560
21647,tt2279984,9.0,6
21648,tt2281161,6.0,85
21649,tt2281371,6.9,10
21650,tt2282917,5.8,445
21651,tt2288081,6.7,19
21652,tt2288884,6.4,8
21653,tt2290441,7.1,10
21654,tt2291506,6.4,5
21655,tt2292719,5.1,8
21656,tt2296044,8.2,15
21657,tt2296338,7.6,131
21658,tt2296739,6.8,24
21659,tt2296777,5.1,8030
21660,tt2296907,8.4,5
21661,tt2297524,4.5,6
21662,tt2298373,7.4,7
21663,tt2298856,6.4,13
21664,tt2300891,5.5,8
21665,tt2301059,6.8,304
21666,tt2302416,7.3,244
21667,tt2302859,6.2,12
21668,tt2303314,4.1,39
21669,tt2306749,8.3,12
21670,tt2308773,6.6,6078
21671,tt2309224,6.8,14246
21672,tt2313778,7.1,37
21673,tt2316096,7.5,42
21674,tt2316463,5.7,35
21675,tt2317089,7.1,101
21676,tt2317401,6.7,107
21677,tt2319216,6.8,12
21678,tt2319853,7.0,9
21679,tt2320258,6.6,9
21680,tt2320388,4.1,478
21681,tt2321383,3.9,22
21682,tt2321405,7.8,17082
21683,tt2323609,6.4,13
21684,tt2323898,4.9,23
21685,tt2324730,5.4,243
21686,tt2325538,3.2,50
21687,tt2327283,7.0,5
21688,tt2327459,7.9,30
21689,tt2328432,7.6,11
21690,tt2328696,4.7,314
21691,tt2328795,8.1,9
21692,tt2330286,7.9,8
21693,tt2330748,6.1,82
21694,tt2332684,6.2,117
21695,tt2334549,5.4,126
21696,tt2335854,5.9,10
21697,tt2336104,4.1,395
21698,tt2338093,6.8,12
21699,tt2338834,6.3,22
21700,tt2339529,2.2,91
21701,tt2342227,6.5,1376
21702,tt2342275,8.7,60
21703,tt2350500,6.9,7
21704,tt2351417,5.9,94
21705,tt2352064,6.0,9
21706,tt2352892,3.3,321
21707,tt2354335,6.2,12
21708,tt2355825,6.9,144
21709,tt2357208,6.7,1322
21710,tt2357616,7.2,20
21711,tt2359081,6.9,16
21712,tt2359197,8.3,39
21713,tt2363178,6.4,2069
21714,tt2365871,7.8,9
21715,tt2367954,5.0,185
21716,tt2368920,7.4,846
21717,tt2370038,5.4,9
21718,tt2370528,7.3,88
21719,tt2371281,7.6,14
21720,tt2373862,7.2,86
21721,tt2375036,3.3,120
21722,tt2375091,6.7,68
21723,tt2375791,5.8,187
21724,tt2381373,7.2,10
21725,tt2384328,6.2,878
21726,tt2385784,6.2,631
21727,tt2385904,9.0,5
21728,tt2387559,6.4,70706
21729,tt2387591,8.3,7
21730,tt2390994,4.6,596
21731,tt2393296,6.7,112
21732,tt2393853,4.8,15
21733,tt2395146,6.7,469
21734,tt2395305,5.9,104
21735,tt2397447,5.6,9
21736,tt2399531,1.5,73
21737,tt2399648,8.2,86
21738,tt2399900,7.4,17
21739,tt2400441,7.5,259
21740,tt2400473,6.2,63
21741,tt2401191,7.5,6
21742,tt2402619,5.0,1273
21743,tt2403558,5.5,2533
21744,tt2404241,7.1,128
21745,tt2404469,3.0,519
21746,tt2404681,7.6,11
21747,tt2406572,6.3,75
21748,tt2407336,6.0,6
21749,tt2408566,4.8,142
21750,tt2408912,7.3,1379
21751,tt2409680,6.4,14
21752,tt2412652,7.7,7
21753,tt2413396,7.7,6
21754,tt2419086,4.1,79
21755,tt2423918,9.2,8
21756,tt2425506,5.6,5
21757,tt2426060,6.6,5
21758,tt2427224,5.5,83
21759,tt2427968,6.5,812
21760,tt2428580,6.2,237
21761,tt2430956,8.6,5
21762,tt2431286,7.6,88704
21763,tt2434550,6.3,53
21764,tt2436900,8.2,24
21765,tt2439434,6.3,11
21766,tt2443164,8.3,43
21767,tt2445148,7.0,240
21768,tt2445298,7.1,20
21769,tt2445568,3.7,278
21770,tt2447336,5.4,53
21771,tt2447664,7.5,11
21772,tt2447934,6.1,1286
21773,tt2449612,6.1,55
21774,tt2450818,9.3,7
21775,tt2458040,5.6,176
21776,tt2458876,5.4,340
21777,tt2458898,7.6,23
21778,tt2461190,6.2,29
21779,tt2463848,6.0,35
21780,tt2464786,7.4,17
21781,tt2470832,7.6,27
21782,tt2471660,8.5,24
21783,tt2473624,7.8,96
21784,tt2473710,6.9,7
21785,tt2473884,6.5,46
21786,tt2474768,4.8,5
21787,tt2480940,7.2,111
21788,tt2483920,5.1,15
21789,tt2484520,5.5,20
21790,tt2489356,5.7,29
21791,tt2493466,5.2,915
21792,tt2495244,7.0,81
21793,tt2506632,5.5,154
21794,tt2507280,4.7,3700
21795,tt2507628,8.0,684
21796,tt2508618,5.6,25
21797,tt2510434,4.9,7409
21798,tt2515164,6.4,405
21799,tt2520342,4.8,316
21800,tt2521436,6.1,1103
21801,tt2522380,5.6,50
21802,tt2522908,5.9,47
21803,tt2526974,8.1,20
21804,tt2527190,6.8,422
21805,tt2529198,6.9,8
21806,tt2551516,6.7,771
21807,tt2552570,4.1,227
21808,tt2552626,3.4,15
21809,tt2556700,6.9,355
21810,tt2564144,8.2,4007
21811,tt2570920,7.4,55
21812,tt2577662,4.1,39
21813,tt2581360,8.9,18
21814,tt2585654,4.5,6
21815,tt2587064,5.4,19
21816,tt2593410,7.4,68
21817,tt2597718,5.5,1755
21818,tt2606112,3.4,243
21819,tt2607692,5.6,127
21820,tt2608250,6.1,16
21821,tt2609812,7.6,11
21822,tt2610378,5.3,10
21823,tt2610862,6.9,122
21824,tt2616010,5.3,122
21825,tt2617600,4.3,155
21826,tt2624396,7.5,138
21827,tt2625968,5.9,112
21828,tt2630352,7.3,226
21829,tt2631036,5.3,7
21830,tt2631126,6.5,8
21831,tt2633114,3.9,194
21832,tt2633456,5.6,5
21833,tt2635718,6.0,10
21834,tt2635824,7.7,87
21835,tt2644202,6.9,282
21836,tt2649660,5.7,9
21837,tt2651020,5.8,9
21838,tt2653804,4.7,325
21839,tt2656456,7.9,7
21840,tt2659414,8.2,11282
21841,tt2659574,7.9,30
21842,tt2660842,5.1,11
21843,tt2661644,5.7,242
21844,tt2662320,6.3,10
21845,tt2668312,8.2,6
21846,tt2671406,3.1,8
21847,tt2672512,2.3,24
21848,tt2674034,6.5,14
21849,tt2674450,5.9,15
21850,tt2676608,5.9,11
21851,tt2677344,5.7,46
21852,tt2678148,6.6,7
21853,tt2691816,5.3,7
21854,tt2698252,5.0,22
21855,tt2700170,5.5,11
21856,tt2700974,8.8,5
21857,tt2703882,6.8,8
21858,tt2706086,6.0,7
21859,tt2711708,7.2,24
21860,tt2713632,8.3,9
21861,tt2713884,6.4,28
21862,tt2716802,5.0,160
21863,tt2717238,6.9,22
21864,tt2720590,5.7,9
21865,tt2720660,7.3,21
21866,tt2720980,3.1,70
21867,tt2726552,5.3,5865
21868,tt2728784,3.4,232
21869,tt2731868,5.9,35
21870,tt2741956,7.3,55
21871,tt2746284,7.9,56
21872,tt2747966,5.2,40
21873,tt2748180,7.8,71
21874,tt2749296,7.9,2343
21875,tt2751468,6.2,139
21876,tt2753288,6.5,263
21877,tt2757298,6.8,30
21878,tt2763304,7.2,97010
21879,tt2764768,6.2,8
21880,tt2764996,6.7,16
21881,tt2767948,6.2,2265
21882,tt2769464,8.1,7
21883,tt2775794,8.3,11
21884,tt2778382,7.0,6
21885,tt2780714,6.9,164
21886,tt2781782,7.5,11
21887,tt2784826,6.6,86
21888,tt2793312,3.2,10
21889,tt2807032,7.4,7
21890,tt2808046,7.5,13
21891,tt2812586,7.2,5
21892,tt2816920,6.1,14
21893,tt2818654,6.8,3615
21894,tt2819358,7.1,1091
21895,tt2831374,5.0,12
21896,tt2832422,5.9,327
21897,tt2841988,3.1,35
21898,tt2848560,7.0,141
21899,tt2852316,6.2,34
21900,tt2854926,6.5,85186
21901,tt2859350,6.4,60
21902,tt2870406,4.2,231
21903,tt2873282,6.6,136738
21904,tt2877104,6.8,1570
21905,tt2885628,5.6,4010
21906,tt2889804,7.1,7
21907,tt2901690,5.4,68
21908,tt2905422,5.5,209
21909,tt2909124,2.9,837
21910,tt2921338,3.0,244
21911,tt2922590,6.2,873
21912,tt2923316,5.1,15547
21913,tt2924352,2.9,619
21914,tt2926068,8.0,8838
21915,tt2929068,4.2,5
21916,tt2929690,7.3,2932
21917,tt2947404,7.6,9
21918,tt2949308,7.5,52
21919,tt2950478,6.7,54
21920,tt2955378,7.5,16
21921,tt2956422,7.4,5
21922,tt2958050,7.0,62
21923,tt2962362,9.0,7
21924,tt2966752,6.2,13
21925,tt2974520,5.8,86
21926,tt2974902,5.5,97
21927,tt2979920,5.7,5029
21928,tt2987718,6.7,178
21929,tt2991532,3.7,1514
21930,tt3006568,8.5,22
21931,tt3008180,6.9,15
21932,tt3015458,4.9,121
21933,tt3020226,6.4,947
21934,tt3022510,8.1,24
21935,tt3024324,4.0,542
21936,tt3027164,6.8,20
21937,tt3030580,5.4,170
21938,tt3030752,5.2,68
21939,tt3032330,9.0,6
21940,tt3033948,4.4,1380
21941,tt3036302,5.4,9
21942,tt3037322,6.0,212
21943,tt3037376,6.2,20
21944,tt3043264,4.9,153
21945,tt3045730,7.5,11
21946,tt3053796,8.1,232
21947,tt3056692,6.4,7
21948,tt3057788,4.7,15
21949,tt3059940,9.2,5
21950,tt3060492,7.2,8449
21951,tt3063474,5.4,7
21952,tt3067878,6.0,250
21953,tt3068364,8.8,18
21954,tt3071054,7.9,458
21955,tt3072174,5.9,26
21956,tt3072482,6.7,78226
21957,tt3076962,8.2,6
21958,tt3078950,7.6,11
21959,tt3087700,5.6,1095
21960,tt3088324,7.4,5
21961,tt3092086,6.0,149
21962,tt3094390,5.5,13
21963,tt3096908,8.1,8
21964,tt3097728,8.3,6
21965,tt3098306,5.3,1857
21966,tt3100858,6.3,6
21967,tt3103360,8.1,45
21968,tt3103784,8.4,5
21969,tt3103978,8.9,17
21970,tt3105262,5.4,7
21971,tt3105752,1.9,61
21972,tt3109418,7.4,5
21973,tt3114458,8.6,23
21974,tt3119298,6.8,87
21975,tt3120974,7.1,10
21976,tt3122122,5.7,84
21977,tt3124124,5.6,38
21978,tt3129364,5.4,58
21979,tt3130082,4.8,201
21980,tt3137808,8.6,7
21981,tt3138250,8.2,5
21982,tt3138344,5.4,2645
21983,tt3138558,4.7,5048
21984,tt3138892,5.4,26
21985,tt3139952,7.4,12
21986,tt3143384,6.8,6
21987,tt3144600,4.6,288
21988,tt3145418,8.8,8
21989,tt3147900,6.2,6
21990,tt3148626,6.8,20
21991,tt3149038,7.2,25326
21992,tt3153806,7.8,28
21993,tt3159508,6.9,7
21994,tt3161308,4.6,22
21995,tt3163238,7.7,92
21996,tt3175888,7.0,1956
21997,tt3185650,8.6,54
21998,tt3186488,2.9,8
21999,tt3194474,6.6,408
22000,tt3196334,7.3,122
22001,tt3202202,7.4,8152
22002,tt3203528,6.4,13498
22003,tt3204254,3.7,751
22004,tt3212812,6.6,1546
22005,tt3213866,8.2,37
22006,tt3214448,5.9,329
22007,tt3216838,6.7,9
22008,tt3220900,7.1,18
22009,tt3223362,7.5,568
22010,tt3224258,4.6,416
22011,tt3225480,6.7,48
22012,tt3226290,7.4,107
22013,tt3228730,7.6,12
22014,tt3229768,4.1,508
22015,tt3233704,7.6,109
22016,tt3237172,8.6,8
22017,tt3238372,5.7,6
22018,tt3240102,4.9,28
22019,tt3244888,8.2,9
22020,tt3245848,6.5,151
22021,tt3248022,6.7,7
22022,tt3252020,7.0,6
22023,tt3253178,7.6,5
22024,tt3253930,7.3,26372
22025,tt3255322,6.2,308
22026,tt3257838,5.0,14
22027,tt3259968,5.8,1492
22028,tt3263568,7.2,191
22029,tt3267464,8.4,38
22030,tt3267734,6.8,103
22031,tt3268340,6.4,1474
22032,tt3268850,7.8,2159
22033,tt3269932,6.1,216
22034,tt3270636,6.9,44
22035,tt3271200,6.5,34
22036,tt3273434,5.4,795
22037,tt3273632,4.7,453
22038,tt3277476,7.3,6
22039,tt3280522,6.9,189
22040,tt3284450,6.3,347
22041,tt3285114,6.4,29
22042,tt3295482,3.7,679
22043,tt3296156,7.6,1707
22044,tt3296248,7.0,23
22045,tt3297046,4.0,5
22046,tt3300712,3.5,162
22047,tt3301874,7.4,7
22048,tt3303556,6.8,9
22049,tt3304874,8.4,5
22050,tt3306854,6.1,82
22051,tt3310280,5.9,100
22052,tt3315416,5.2,34
22053,tt3316948,6.1,76769
22054,tt3317036,7.2,60
22055,tt3317522,5.8,6000
22056,tt3318014,7.6,30
22057,tt3318544,8.4,51
22058,tt3319920,5.7,33335
22059,tt3320500,4.2,1570
22060,tt3323838,6.8,6
22061,tt3324262,1.5,30
22062,tt3324702,6.1,147
22063,tt3328094,3.7,9
22064,tt3328720,5.4,1064
22065,tt3328724,6.6,28
22066,tt3328762,6.7,188
22067,tt3330482,5.0,68
22068,tt3330816,5.8,12
22069,tt3334096,9.1,10
22070,tt3335606,6.3,18577
22071,tt3339208,4.1,61
22072,tt3340434,5.9,27
22073,tt3342830,5.4,28
22074,tt3342996,7.6,14
22075,tt3346976,8.1,13
22076,tt3350528,5.0,27
22077,tt3356272,5.7,6
22078,tt3359642,6.3,29
22079,tt3360128,4.9,211
22080,tt3360148,7.8,60
22081,tt3364242,6.6,429
22082,tt3377262,8.8,20
22083,tt3377798,3.9,269
22084,tt3382148,2.7,2851
22085,tt3383214,4.9,608
22086,tt3385408,6.8,40
22087,tt3385854,7.1,316
22088,tt3388280,5.8,20
22089,tt3389436,7.4,5
22090,tt3389736,6.1,7
22091,tt3394420,8.3,5773
22092,tt3401962,7.6,516
22093,tt3404140,7.7,4104
22094,tt3405166,6.9,23
22095,tt3406134,7.2,10
22096,tt3412662,3.3,57
22097,tt3421616,5.1,310
22098,tt3422428,5.1,155
22099,tt3427556,4.9,18
22100,tt3429784,8.1,32
22101,tt3431580,8.2,21
22102,tt3433600,6.6,5
22103,tt3438508,7.7,19
22104,tt3449664,5.8,95
22105,tt3450000,8.9,12
22106,tt3450178,5.0,48
22107,tt3450290,4.5,116
22108,tt3452390,7.1,7
22109,tt3456234,8.0,13
22110,tt3468698,3.8,647
22111,tt3471592,8.2,14
22112,tt3473418,7.2,5
22113,tt3483194,7.0,1874
22114,tt3484324,6.5,135
22115,tt3484828,7.6,28
22116,tt3488220,6.8,25
22117,tt3488462,6.6,5470
22118,tt3500478,6.7,279
22119,tt3501058,7.8,20
22120,tt3502826,4.0,15
22121,tt3504048,6.8,29757
22122,tt3508810,7.5,13
22123,tt3508958,7.0,6
22124,tt3509910,7.6,47
22125,tt3511812,7.5,2441
22126,tt3515652,5.3,35
22127,tt3517782,7.6,17
22128,tt3520564,6.5,1279
22129,tt3521332,6.8,376
22130,tt3527966,5.4,12
22131,tt3532544,6.1,237
22132,tt3545390,9.1,66
22133,tt3545504,5.6,146
22134,tt3546802,3.9,98
22135,tt3548834,2.1,17
22136,tt3549206,7.7,599
22137,tt3552326,6.6,15
22138,tt3555036,6.5,1568
22139,tt3557470,4.0,6
22140,tt3559570,5.1,184
22141,tt3565744,7.6,23
22142,tt3565836,3.9,210
22143,tt3566328,6.9,18
22144,tt3566698,4.9,701
22145,tt3573412,5.4,44
22146,tt3575618,7.6,18
22147,tt3575910,6.6,19
22148,tt3576084,7.3,3645
22149,tt3581098,5.9,37
22150,tt3583538,6.3,425
22151,tt3591462,6.8,9
22152,tt3591850,3.9,32
22153,tt3601848,7.0,6
22154,tt3604020,6.5,6
22155,tt3605292,7.9,20
22156,tt3607198,8.5,1675
22157,tt3612246,4.9,90
22158,tt3614356,7.6,142
22159,tt3615952,6.2,419
22160,tt3616292,4.3,385
22161,tt3620346,7.5,42
22162,tt3626508,7.6,18
22163,tt3626960,4.7,31
22164,tt3629548,6.1,51
22165,tt3630720,6.7,146
22166,tt3631488,8.2,8
22167,tt3632346,7.8,5
22168,tt3632902,7.0,9
22169,tt3643484,8.1,13
22170,tt3646264,5.4,217
22171,tt3646336,7.7,14
22172,tt3647124,7.5,8
22173,tt3652554,8.4,8
22174,tt3655682,4.4,6251
22175,tt3657760,6.0,82
22176,tt3659270,6.7,11
22177,tt3660078,5.9,387
22178,tt3662066,5.3,1947
22179,tt3664432,5.7,482
22180,tt3667590,6.4,11
22181,tt3669520,7.3,586
22182,tt3670250,8.0,5
22183,tt3670264,7.3,108
22184,tt3670288,5.6,8
22185,tt3671840,3.8,5
22186,tt3671918,5.3,9
22187,tt3675066,7.9,12
22188,tt3675906,7.0,192
22189,tt3678656,6.7,613
22190,tt3678958,7.0,5
22191,tt3681526,7.5,6
22192,tt3683086,4.8,5
22193,tt3685200,8.1,20
22194,tt3685376,5.6,17
22195,tt3687102,6.1,12
22196,tt3688332,8.0,7
22197,tt3693042,4.3,696
22198,tt3696804,5.9,118
22199,tt3697418,5.7,80
22200,tt3698118,6.3,1291
22201,tt3699816,7.1,7
22202,tt3701060,7.8,11
22203,tt3709618,5.4,28
22204,tt3717376,1.0,6
22205,tt3721466,7.1,23
22206,tt3721706,8.5,42
22207,tt3728380,7.7,151
22208,tt3730228,6.8,170
22209,tt3730990,5.2,5
22210,tt3732268,4.4,20
22211,tt3737650,6.3,918
22212,tt3739110,5.7,2484
22213,tt3743004,6.9,15
22214,tt3743314,5.0,21
22215,tt3743974,6.5,214
22216,tt3744092,5.6,88
22217,tt3745620,7.7,4476
22218,tt3746002,7.4,9
22219,tt3746274,9.4,500
22220,tt3749942,3.8,15
22221,tt3751082,7.4,9
22222,tt3754940,7.3,10160
22223,tt3756418,6.1,155
22224,tt3759568,4.7,67
22225,tt3766432,7.0,71
22226,tt3768502,4.2,23
22227,tt3773714,6.6,5
22228,tt3776514,7.2,45
22229,tt3777102,5.7,147
22230,tt3779414,5.1,102
22231,tt3783740,5.8,63
22232,tt3796736,5.2,12
22233,tt3799664,7.4,18
22234,tt3801032,7.5,11
22235,tt3801362,7.3,22
22236,tt3804792,1.7,13
22237,tt3805052,6.2,14
22238,tt3810818,6.9,10
22239,tt3811228,6.6,29
22240,tt3812722,5.3,105
22241,tt3814950,6.6,168
22242,tt3815430,4.7,759
22243,tt3819584,7.6,5
22244,tt3820728,9.1,31
22245,tt3823018,6.9,1316
22246,tt3823790,8.2,6
22247,tt3825662,5.0,10
22248,tt3831422,4.6,9
22249,tt3832126,5.1,433
22250,tt3837180,6.0,496
22251,tt3837196,6.6,1031
22252,tt3837508,6.5,74
22253,tt3841734,5.0,5
22254,tt3842468,7.8,157
22255,tt3843110,7.9,21
22256,tt3845758,7.4,5
22257,tt3845960,7.7,1133
22258,tt3846404,8.0,10
22259,tt3846736,8.3,13
22260,tt3846972,5.5,240
22261,tt3847734,9.0,5
22262,tt3848892,8.0,48318
22263,tt3856188,2.9,24
22264,tt3860916,6.3,27339
22265,tt3861006,2.7,627
22266,tt3885704,2.4,16
22267,tt3890730,7.9,17
22268,tt3894732,4.9,29
22269,tt3894774,9.0,5
22270,tt3906082,6.4,8534
22271,tt3907212,6.7,67
22272,tt3907330,6.3,98
22273,tt3909186,8.9,7
22274,tt3911560,7.6,24
22275,tt3912214,4.7,221
22276,tt3913452,6.0,23
22277,tt3915502,6.7,10
22278,tt3915574,4.2,6
22279,tt3919034,6.5,183
22280,tt3919598,4.2,1010
22281,tt3920820,8.2,38
22282,tt3921136,7.7,94
22283,tt3921362,7.0,45
22284,tt3921906,7.5,14
22285,tt3950032,6.1,171
22286,tt3954450,7.7,7
22287,tt3957098,6.9,910
22288,tt3959094,5.3,107
22289,tt3960240,5.8,3034
22290,tt3962252,5.3,19
22291,tt3968204,8.1,8
22292,tt3969522,5.4,70
22293,tt3971168,6.1,74
22294,tt3975810,6.1,42
22295,tt3982448,6.3,396
22296,tt3982774,5.6,3445
22297,tt3983012,6.8,12
22298,tt3983072,6.8,171
22299,tt3983694,5.6,16
22300,tt3983996,5.8,10
22301,tt3985266,5.8,64
22302,tt3985648,4.5,219
22303,tt3986352,4.7,20
22304,tt4005402,7.1,41738
22305,tt4006676,6.1,12
22306,tt4009382,6.2,8
22307,tt4010306,5.0,285
22308,tt4014472,6.3,224
22309,tt4015202,6.5,53
22310,tt4018516,6.0,24
22311,tt4020438,4.3,12
22312,tt4024210,5.6,582
22313,tt4024814,5.3,1396
22314,tt4026034,7.2,1530
22315,tt4027124,6.7,11
22316,tt4044374,8.4,19
22317,tt4049892,7.5,6
22318,tt4054678,4.8,80
22319,tt4055124,7.8,47
22320,tt4058836,2.4,920
22321,tt4059636,6.3,302
22322,tt4061854,7.3,9
22323,tt4064498,6.1,349
22324,tt4065300,8.0,5
22325,tt4066512,8.1,30
22326,tt4066836,5.7,530
22327,tt4068632,5.5,82
22328,tt4074514,6.0,25
22329,tt4079034,5.8,14
22330,tt4080072,4.4,12
22331,tt4080768,6.6,3086
22332,tt4081950,7.6,14
22333,tt4084912,5.2,41
22334,tt4092580,7.1,56
22335,tt4097108,8.3,19
22336,tt4097336,5.9,29
22337,tt4110972,7.5,1640
22338,tt4111044,6.0,23
22339,tt4117310,5.0,20
22340,tt4119228,5.6,7
22341,tt4120826,8.2,6
22342,tt4125220,6.4,300
22343,tt4125568,6.1,591
22344,tt4130354,8.2,22
22345,tt4132218,4.4,7
22346,tt4132968,6.5,13
22347,tt4136108,8.2,71
22348,tt4139412,6.8,99
22349,tt4156104,8.3,13
22350,tt4157220,7.1,3947
22351,tt4157782,7.7,23
22352,tt4160964,5.0,230
22353,tt4161528,7.9,19
22354,tt4161772,5.8,8
22355,tt4162860,4.4,82
22356,tt4164044,7.6,7
22357,tt4164482,6.2,38
22358,tt4165392,6.2,10
22359,tt4166288,8.3,26
22360,tt4166478,7.0,54
22361,tt4168188,8.3,7451
22362,tt4168808,7.1,138
22363,tt4169136,8.8,5
22364,tt4170810,6.8,34
22365,tt4174320,6.9,21
22366,tt4179512,6.5,195
22367,tt4181716,7.0,74
22368,tt4190530,7.2,38229
22369,tt4192816,9.1,10
22370,tt4197480,6.5,182
22371,tt4198316,7.4,101
22372,tt4199034,8.2,12
22373,tt4200804,6.1,105
22374,tt4203196,4.8,17
22375,tt4214198,8.3,25
22376,tt4214558,7.2,68
22377,tt4227204,5.5,152
22378,tt4228294,6.7,1774
22379,tt4232364,5.1,327
22380,tt4240910,7.8,134
22381,tt4247106,6.9,7
22382,tt4254544,4.2,8
22383,tt4254570,8.2,6
22384,tt4257908,7.9,13
22385,tt4264426,4.9,3569
22386,tt4270866,6.4,7
22387,tt4273562,7.1,2071
22388,tt4278346,6.5,86
22389,tt4288636,7.1,5230
22390,tt4291464,7.0,7
22391,tt4296386,4.5,56
22392,tt4302612,7.0,22
22393,tt4302726,8.0,37
22394,tt4313972,6.9,395
22395,tt4315658,4.3,6
22396,tt4316056,6.3,6
22397,tt4316072,5.0,6
22398,tt4316236,7.3,1481
22399,tt4328094,8.2,5
22400,tt4330068,7.2,46
22401,tt4331400,6.9,211
22402,tt4334642,5.8,1054
22403,tt4335698,2.3,7
22404,tt4336190,5.8,34
22405,tt4340580,5.7,6
22406,tt4342172,6.7,255
22407,tt4353996,7.2,5637
22408,tt4360094,8.7,1250
22409,tt4368546,5.2,5
22410,tt4370382,6.1,167
22411,tt4377952,6.7,548
22412,tt4379102,6.5,45
22413,tt4379180,5.8,1456
22414,tt4380142,7.6,8
22415,tt4387820,7.2,6
22416,tt4400174,6.8,1081
22417,tt4415340,7.1,12
22418,tt4415900,4.1,279
22419,tt4417510,7.0,1317
22420,tt4417518,7.2,14
22421,tt4419596,4.2,499
22422,tt4420704,7.7,10925
22423,tt4424928,6.8,20
22424,tt4426842,6.6,33
22425,tt4427076,7.1,1183
22426,tt4437298,5.9,88
22427,tt4444798,4.1,362
22428,tt4444972,6.5,40
22429,tt4451006,3.7,252
22430,tt4453102,6.3,10
22431,tt4458402,7.4,7
22432,tt4461922,8.5,13
22433,tt4466446,7.9,98
22434,tt4466550,6.9,446
22435,tt4475244,5.0,85
22436,tt4477456,5.8,53
22437,tt4481934,4.6,51
22438,tt4489180,7.9,11
22439,tt4498604,5.1,312
22440,tt4499304,5.5,37
22441,tt4501706,4.5,783
22442,tt4505120,6.4,7
22443,tt4507490,7.3,34
22444,tt4513166,7.1,15
22445,tt4515408,7.0,16
22446,tt4522210,4.2,42
22447,tt4523338,4.1,30
22448,tt4525986,6.3,10
22449,tt4526860,9.1,10
22450,tt4527664,6.2,221
22451,tt4528504,8.3,9
22452,tt4528874,6.1,39
22453,tt4529450,6.5,87
22454,tt4530768,5.8,29
22455,tt4540326,6.0,5
22456,tt4544932,6.6,5
22457,tt4547194,6.2,23581
22458,tt4548036,8.4,7
22459,tt4549420,3.4,35
22460,tt4551544,8.1,14
22461,tt4551628,8.5,13
22462,tt4556730,4.8,160
22463,tt4557064,7.0,40
22464,tt4558362,5.8,375
22465,tt4564874,6.4,7
22466,tt4565520,4.7,10208
22467,tt4570788,7.5,14
22468,tt4571308,7.0,5
22469,tt4572514,7.4,76204
22470,tt4574526,7.7,49
22471,tt4576580,6.5,37
22472,tt4577332,5.0,8
22473,tt4578910,6.1,116
22474,tt4580550,4.5,570
22475,tt4587588,5.6,44
22476,tt4599588,4.2,8
22477,tt4603406,6.9,96
22478,tt4606770,7.0,1184
22479,tt4608574,4.0,700
22480,tt4610308,4.8,131
22481,tt4610876,5.8,16
22482,tt4620346,7.1,7
22483,tt4624938,7.6,71
22484,tt4636046,6.4,1267
22485,tt4637240,5.6,163
22486,tt4640206,8.7,7122
22487,tt4641232,7.0,99
22488,tt4643048,4.9,105
22489,tt4644510,7.8,6
22490,tt4645358,7.9,80
22491,tt4649820,5.9,8
22492,tt4654964,6.6,18
22493,tt4657324,6.2,5
22494,tt4659548,6.5,225
22495,tt4662708,6.5,72
22496,tt4666618,4.5,312
22497,tt4669296,6.5,6247
22498,tt4679438,6.9,443
22499,tt4684028,5.3,791
22500,tt4685786,8.7,13
22501,tt4686862,5.6,2431
22502,tt4687410,5.9,767
22503,tt4691166,7.5,99
22504,tt4692452,6.5,6
22505,tt4693418,5.0,300
22506,tt4693974,6.8,44
22507,tt4694546,4.4,73
22508,tt4695184,8.0,246
22509,tt4695462,7.3,342
22510,tt4711636,5.3,7
22511,tt4712618,7.7,14
22512,tt4727594,8.0,22
