,movie_id,averagerating,numvotes
28977,tt1965061,6.4,36
28978,tt1966359,5.5,14373
28979,tt1969166,5.0,44
28980,tt1971358,7.8,6
28981,tt1979305,2.0,147
28982,tt1979354,3.9,49
28983,tt1980043,7.5,8
28984,tt1980132,7.3,14
28985,tt1980218,6.5,228
28986,tt1984248,3.4,75
28987,tt1986047,5.4,18
28988,tt1986164,3.5,66
28989,tt1986180,6.5,1051
28990,tt1986814,7.8,9
28991,tt1986867,5.2,10
28992,tt1986998,6.2,118
28993,tt1988695,6.4,64
28994,tt1989536,6.5,53
28995,tt1989685,6.8,33
28996,tt1990272,6.9,10
28997,tt1992089,6.9,56
28998,tt1993421,6.9,13
28999,tt1995400,3.5,120
29000,tt1995445,3.7,15
29001,tt1996223,7.7,642
29002,tt1998395,3.5,276
29003,tt2004382,7.5,41
29004,tt2007461,5.6,12
29005,tt2009606,5.7,695
29006,tt2010896,8.6,7
29007,tt2011130,5.7,269
29008,tt2011304,6.6,10
29009,tt2011351,6.8,145
29010,tt2013281,7.1,13
29011,tt2014202,4.9,1787
29012,tt2017492,7.0,44
29013,tt2020097,6.7,24
29014,tt2023765,5.8,422
29015,tt2024503,8.9,34
29016,tt2025505,7.0,10
29017,tt2028588,7.2,24
29018,tt2034085,6.1,123
29019,tt2034757,8.0,5
29020,tt2035636,8.8,23
29021,tt2040407,7.6,46
29022,tt2040569,4.6,19
29023,tt2042695,6.1,92
29024,tt2043832,7.3,43
29025,tt2046116,8.9,11
29026,tt2047802,5.0,311
29027,tt2048804,6.3,715
29028,tt2049533,6.3,26
29029,tt2049589,7.1,223
29030,tt2049598,2.0,39
29031,tt2050532,5.8,31
29032,tt2050604,6.2,186
29033,tt2058681,8.7,14
29034,tt2059171,6.3,29550
29035,tt2061579,4.2,16
29036,tt2065967,7.8,11
29037,tt2066069,5.2,67
29038,tt2066148,7.0,34
29039,tt2070759,3.5,122
29040,tt2070773,7.8,55
29041,tt2070862,5.0,10978
29042,tt2071552,4.4,48
29043,tt2072081,5.0,7
29044,tt2072145,6.2,1015
29045,tt2072277,7.7,38
29046,tt2073077,9.0,35
29047,tt2073661,4.8,615
29048,tt2075296,6.0,40
29049,tt2076315,3.6,5
29050,tt2076844,7.8,556
29051,tt2077694,7.2,5
29052,tt2077761,7.4,38
29053,tt2077851,6.8,11126
29054,tt2078744,5.2,22
29055,tt2082180,7.8,6584
29056,tt2083332,6.3,270
29057,tt2083995,7.3,212
29058,tt2086942,7.4,25
29059,tt2086958,8.7,6
29060,tt2087682,7.5,6
29061,tt2087850,5.3,7385
29062,tt2090463,7.6,868
29063,tt2091312,6.3,44
29064,tt2091478,5.1,11191
29065,tt2093086,7.5,20
29066,tt2093235,7.4,69
29067,tt2094052,5.4,278
29068,tt2094810,5.1,362
29069,tt2094963,8.9,9
29070,tt2098627,4.5,1016
29071,tt2099588,8.3,87
29072,tt2099788,6.1,213
29073,tt2101341,6.5,61238
29074,tt2101569,7.1,28661
29075,tt2102288,8.2,13
29076,tt2102502,5.1,404
29077,tt2102504,8.4,12
29078,tt2104908,7.0,199
29079,tt2104994,8.0,1676
29080,tt2106696,6.5,14
29081,tt2107865,7.0,63
29082,tt2107873,5.6,11
29083,tt2108465,6.2,38
29084,tt2108551,7.3,9
29085,tt2109124,7.2,24
29086,tt2109211,7.6,13
29087,tt2113792,3.8,1765
29088,tt2120160,6.7,121
29089,tt2120832,5.8,72
29090,tt2120857,3.4,160
29091,tt2124991,6.0,24
29092,tt2125427,7.3,156
29093,tt2128701,7.3,6
29094,tt2129860,6.2,116
29095,tt2131521,6.2,70
29096,tt2132418,5.8,13
29097,tt2133199,6.9,93
29098,tt2136738,7.2,205
29099,tt2137267,8.0,709
29100,tt2137916,8.3,345
29101,tt2139521,6.8,20
29102,tt2141697,5.6,141
29103,tt2145741,7.0,5
29104,tt2147708,4.0,40
29105,tt2147758,6.4,282
29106,tt2149532,5.7,14
29107,tt2149692,7.4,44
29108,tt2150181,7.6,39
29109,tt2151783,5.5,20
29110,tt2155391,4.7,710
29111,tt2156847,7.4,5
29112,tt2156899,3.7,118
29113,tt2159916,6.2,12
29114,tt2160193,6.5,13
29115,tt2160437,6.1,159
29116,tt2165859,5.5,8060
29117,tt2166291,5.6,30
29118,tt2170383,6.0,27
29119,tt2170403,7.3,53
29120,tt2171761,6.3,201
29121,tt2175849,7.0,146
29122,tt2177126,5.3,33
29123,tt2177805,7.5,24
29124,tt2179520,4.8,31
29125,tt2179602,5.1,74
29126,tt2182187,7.2,32
29127,tt2182390,7.1,49
29128,tt2184227,6.3,1435
29129,tt2186663,2.8,267
29130,tt2187444,4.7,2454
29131,tt2187492,8.6,16
29132,tt2193167,4.2,65
29133,tt2194579,6.3,21
29134,tt2196746,5.3,92
29135,tt2197776,1.4,149
29136,tt2197913,6.5,55
29137,tt2199330,7.3,413
29138,tt2200144,5.5,227
29139,tt2202928,7.0,84
29140,tt2204243,6.5,3699
29141,tt2204371,7.0,3952
29142,tt2205401,5.2,7640
29143,tt2205599,8.7,29
29144,tt2210449,7.6,40
29145,tt2210717,7.0,127
29146,tt2210855,3.9,132
29147,tt2211141,4.3,63
29148,tt2211174,4.9,7
29149,tt2214807,7.2,106
29150,tt2215485,4.6,14
29151,tt2215707,7.6,135
29152,tt2217662,6.0,12
29153,tt2218928,7.2,9
29154,tt2221484,7.6,8
29155,tt2221784,6.2,151
29156,tt2222062,3.3,126
29157,tt2222858,5.7,49
29158,tt2224409,6.9,14
29159,tt2229670,8.4,31
29160,tt2231116,5.1,7
29161,tt2231210,6.2,12
29162,tt2231251,5.9,1207
29163,tt2241750,5.2,1175
29164,tt2243490,6.9,11
29165,tt2244376,7.2,185
29166,tt2247246,5.4,5
29167,tt2247646,6.6,86
29168,tt2247910,5.1,54
29169,tt2248068,5.6,535
29170,tt2249119,6.2,168
29171,tt2249157,6.7,15
29172,tt2249648,7.3,7
29173,tt2251770,6.3,7
29174,tt2252270,5.9,7
29175,tt2254129,7.9,7
29176,tt2254418,1.8,28
29177,tt2255386,7.6,9
29178,tt2256741,4.1,495
29179,tt2258281,7.6,10611
29180,tt2258565,5.5,271
29181,tt2261439,5.5,102
29182,tt2261839,8.4,15
29183,tt2261919,8.4,17
29184,tt2262189,4.5,306
29185,tt2262325,5.6,38
29186,tt2265050,6.0,448
29187,tt2265245,7.3,6
29188,tt2265273,6.9,53
29189,tt2265539,7.1,1427
29190,tt2271747,4.8,10
29191,tt2271771,7.0,135
29192,tt2272918,6.2,4304
29193,tt2273379,8.8,8
29194,tt2273595,7.2,9
29195,tt2278398,6.6,61
29196,tt2279958,5.2,55
29197,tt2280964,5.7,859
29198,tt2281095,6.9,207
29199,tt2287891,7.6,61
29200,tt2290397,6.8,1465
29201,tt2290457,7.8,6
29202,tt2294553,7.2,20
29203,tt2294685,6.0,22
29204,tt2294855,4.4,126
29205,tt2299206,5.4,3121
29206,tt2299954,6.4,684
29207,tt2300438,6.4,70
29208,tt2301039,5.8,64
29209,tt2301232,6.2,6
29210,tt2302591,7.4,5
29211,tt2302701,5.4,88
29212,tt2304725,4.2,6
29213,tt2304915,7.2,2482
29214,tt2304997,6.1,247
29215,tt2306721,7.6,47
29216,tt2306786,5.4,522
29217,tt2307008,8.1,11
29218,tt2308583,2.4,184
29219,tt2309860,5.9,8
29220,tt2314348,6.3,15
29221,tt2315582,6.2,7921
29222,tt2316389,5.8,5
29223,tt2316585,7.7,53
29224,tt2319919,7.8,24
29225,tt2321626,6.2,64
29226,tt2321661,5.0,10
29227,tt2322601,6.2,195
29228,tt2323376,6.2,26
29229,tt2323653,6.7,16
29230,tt2324260,8.3,6
29231,tt2325643,3.7,68
29232,tt2330829,5.3,26
29233,tt2332966,8.3,7
29234,tt2333986,8.0,10
29235,tt2334879,6.4,191791
29236,tt2336522,8.6,7
29237,tt2338045,8.5,17
29238,tt2338356,6.2,18
29239,tt2340266,7.6,7
29240,tt2343130,4.8,77
29241,tt2343266,7.0,832
29242,tt2343371,6.3,707
29243,tt2345695,2.7,404
29244,tt2347144,6.2,2178
29245,tt2347497,5.2,6902
29246,tt2349212,4.8,169
29247,tt2349548,5.7,77
29248,tt2349952,5.2,94
29249,tt2350734,7.9,75
29250,tt2351393,4.6,108
29251,tt2352376,6.9,13
29252,tt2353824,4.7,16
29253,tt2355691,6.1,53
29254,tt2356370,6.1,32
29255,tt2358192,5.0,7
29256,tt2358992,6.2,9
29257,tt2359085,7.4,1103
29258,tt2361317,6.4,47243
29259,tt2361567,6.3,76
29260,tt2363039,8.8,6
29261,tt2364741,6.9,29
29262,tt2368783,6.8,26
29263,tt2368833,6.5,272
29264,tt2369235,4.6,196
29265,tt2369740,3.7,36
29266,tt2370224,7.5,1687
29267,tt2370374,6.3,15
29268,tt2374684,6.6,32
29269,tt2375597,4.5,727
29270,tt2376440,6.2,857
29271,tt2378067,4.8,32
29272,tt2378079,5.8,923
29273,tt2378453,5.5,3069
29274,tt2379386,3.2,1735
29275,tt2379995,6.8,523
29276,tt2380001,9.0,11
29277,tt2381281,6.8,73
29278,tt2385227,6.3,249
29279,tt2386536,7.3,11
29280,tt2388759,5.2,853
29281,tt2389290,4.6,90
29282,tt2389530,7.5,388
29283,tt2390882,6.7,16
29284,tt2390968,4.6,21
29285,tt2391704,8.3,6
29286,tt2395183,2.7,119
29287,tt2395199,5.2,5155
29288,tt2395228,6.6,449
29289,tt2395455,6.6,339
29290,tt2396591,6.2,23
29291,tt2396777,6.9,15
29292,tt2398642,5.6,11
29293,tt2400461,6.8,14
29294,tt2401585,6.5,1718
29295,tt2401725,5.2,15
29296,tt2401825,6.4,701
29297,tt2402631,6.7,138
29298,tt2402651,4.6,119
29299,tt2402980,6.9,221
29300,tt2402985,5.4,2546
29301,tt2403813,2.7,49
29302,tt2403851,6.7,270
29303,tt2403945,5.2,24
29304,tt2404309,6.6,7
29305,tt2404519,3.7,1050
29306,tt2406478,7.8,22
29307,tt2406596,6.7,120
29308,tt2408040,6.5,3106
29309,tt2408922,7.6,37
29310,tt2409904,4.5,26
29311,tt2412556,6.7,634
29312,tt2417040,2.2,24
29313,tt2419682,7.3,217
29314,tt2420176,5.1,168
29315,tt2421224,5.9,158
29316,tt2421732,8.2,16
29317,tt2423162,8.1,26
29318,tt2429808,6.8,13
29319,tt2431074,2.8,131
29320,tt2431686,6.4,21
29321,tt2431820,8.5,11
29322,tt2432670,7.4,8
29323,tt2435166,7.4,9
29324,tt2438764,3.4,262
29325,tt2439638,3.9,67
29326,tt2447918,8.8,8
29327,tt2449630,7.5,11
29328,tt2450186,6.1,33319
29329,tt2451750,7.0,18
29330,tt2452978,2.8,88
29331,tt2454430,6.6,907
29332,tt2455730,4.7,134
29333,tt2456330,8.2,771
29334,tt2457980,4.8,16
29335,tt2458586,5.9,135
29336,tt2458820,5.9,68
29337,tt2459240,6.5,37
29338,tt2460426,7.5,1110
29339,tt2461520,5.9,8254
29340,tt2461760,8.5,299
29341,tt2462580,4.5,159
29342,tt2462812,7.1,16
29343,tt2470148,5.6,39
29344,tt2471442,7.7,6
29345,tt2474024,5.9,8735
29346,tt2475772,6.8,25
29347,tt2481246,6.9,50
29348,tt2488220,3.5,293
29349,tt2489734,7.4,963
29350,tt2495778,4.6,118
29351,tt2496400,5.4,623
29352,tt2498626,4.5,312
29353,tt2503358,3.6,534
29354,tt2511670,6.4,1496
29355,tt2512876,6.4,7
29356,tt2516280,8.0,1474
29357,tt2520828,5.9,50
29358,tt2521738,6.5,32
29359,tt2522934,5.7,412
29360,tt2524400,8.3,7
29361,tt2525212,6.4,42
29362,tt2525478,7.4,7
29363,tt2526846,6.6,604
29364,tt2527056,8.0,16
29365,tt2531090,9.4,5
29366,tt2536428,5.9,1108
29367,tt2538802,6.4,155
29368,tt2544174,5.5,12
29369,tt2544624,7.8,40
29370,tt2550820,6.6,9
29371,tt2550884,2.9,247
29372,tt2551654,5.8,8
29373,tt2556342,6.1,157
29374,tt2558484,7.7,17
29375,tt2561140,4.8,878
29376,tt2562162,6.1,265
29377,tt2565798,3.2,62
29378,tt2568074,4.3,94
29379,tt2570490,7.4,43
29380,tt2572270,6.8,202
29381,tt2578116,5.4,10
29382,tt2578574,7.8,10
29383,tt2580382,6.4,14235
29384,tt2582576,6.3,15114
29385,tt2582784,6.0,5039
29386,tt2583390,5.8,74
29387,tt2590900,6.3,263
29388,tt2593290,4.9,683
29389,tt2593562,6.6,68
29390,tt2596196,5.3,24
29391,tt2606788,6.3,40
29392,tt2609758,4.9,5453
29393,tt2609778,6.1,596
29394,tt2610768,2.7,40009
29395,tt2612762,3.7,377
29396,tt2620792,6.8,157
29397,tt2621714,6.9,133
29398,tt2623460,5.5,611
29399,tt2625028,3.5,26
29400,tt2625054,7.7,185
29401,tt2630028,6.3,142
29402,tt2630134,5.6,1109
29403,tt2630916,7.7,608
29404,tt2634402,7.0,7
29405,tt2634548,6.8,213
29406,tt2638096,3.7,229
29407,tt2638104,5.8,1150
29408,tt2649128,6.6,6091
29409,tt2651424,8.5,15
29410,tt2652304,7.3,6
29411,tt2652964,5.2,6
29412,tt2653190,4.1,8
29413,tt2653370,6.6,155
29414,tt2657528,4.0,10
29415,tt2660432,8.6,8
29416,tt2664226,4.8,49
29417,tt2664844,6.8,6
29418,tt2664880,5.3,2123
29419,tt2666286,4.3,151
29420,tt2670946,5.3,384
29421,tt2674426,7.4,174567
29422,tt2675978,7.1,6540
29423,tt2677894,5.0,544
29424,tt2697380,5.4,5
29425,tt2704212,7.2,1256
29426,tt2707842,3.2,15
29427,tt2713440,6.9,48
29428,tt2714934,6.8,255
29429,tt2719448,7.1,460
29430,tt2719782,7.6,5
29431,tt2722106,7.1,16
29432,tt2724608,6.1,15
29433,tt2727318,6.8,14
29434,tt2728870,5.7,19
29435,tt2732092,7.5,142
29436,tt2734094,8.5,6
29437,tt2752772,5.3,41782
29438,tt2762772,4.3,124
29439,tt2763764,6.4,549
29440,tt2767366,5.7,97
29441,tt2768824,5.2,13
29442,tt2769184,4.3,2029
29443,tt2776248,5.7,11
29444,tt2779050,6.1,48
29445,tt2780192,3.8,9
29446,tt2782022,5.1,29
29447,tt2782332,9.0,23
29448,tt2784204,7.2,87
29449,tt2786266,4.7,19
29450,tt2792728,4.2,294
29451,tt2793468,8.8,20
29452,tt2801746,7.3,3753
29453,tt2802312,3.0,9
29454,tt2806544,6.0,6
29455,tt2806574,7.0,34
29456,tt2806788,6.9,9492
29457,tt2806926,4.3,13
29458,tt2812356,5.9,62
29459,tt2814362,2.1,3878
29460,tt2815512,3.2,10
29461,tt2818632,7.3,7
29462,tt2819486,7.8,8
29463,tt2820954,5.4,39
29464,tt2821648,6.6,32
29465,tt2822578,5.4,1294
29466,tt2825466,4.9,10
29467,tt2828148,6.9,27
29468,tt2832312,6.7,46
29469,tt2833386,6.3,429
29470,tt2837296,5.1,459
29471,tt2842732,5.8,104
29472,tt2846140,7.4,31
29473,tt2852218,7.1,7
29474,tt2854990,4.6,41
29475,tt2857606,7.9,19
29476,tt2865074,6.7,6946
29477,tt2865618,7.2,229
29478,tt2865822,8.4,1272
29479,tt2877280,6.9,142
29480,tt2877476,6.0,29
29481,tt2878846,7.1,96
29482,tt2882850,5.2,356
29483,tt2889050,6.0,567
29484,tt2889112,7.0,346
29485,tt2899136,4.6,150
29486,tt2904646,6.9,9
29487,tt2907156,5.1,83
29488,tt2909966,4.7,123
29489,tt2910066,9.0,13
29490,tt2911214,7.7,424
29491,tt2911632,6.7,30
29492,tt2916792,6.0,22
29493,tt2917336,5.2,1665
29494,tt2917916,7.1,410
29495,tt2918436,5.2,37675
29496,tt2925960,6.8,102
29497,tt2926228,6.9,28
29498,tt2928288,6.8,249
29499,tt2930828,2.8,11
29500,tt2932536,5.6,39060
29501,tt2933338,8.5,23
29502,tt2934880,7.0,6
29503,tt2935476,7.1,41099
29504,tt2936180,7.2,5851
29505,tt2936222,6.0,29
29506,tt2945250,6.4,23
29507,tt2946858,3.3,135
29508,tt2950214,6.0,117
29509,tt2955096,5.5,7217
29510,tt2955542,3.5,19
29511,tt2956522,5.9,23
29512,tt2963344,6.0,176
29513,tt2963918,8.5,6
29514,tt2966728,3.0,135
29515,tt2967008,4.6,4211
29516,tt2977546,5.2,369
29517,tt2980332,6.8,57
29518,tt2980554,6.2,3684
29519,tt2982542,7.4,14
29520,tt2983140,7.9,26
29521,tt2989060,9.0,5
29522,tt2991368,4.0,63
29523,tt2993848,3.8,486
29524,tt2994576,5.8,36
29525,tt2998364,5.8,274
29526,tt3001718,9.2,66
29527,tt3004644,9.1,9
29528,tt3005700,6.5,15
29529,tt3014556,3.3,854
29530,tt3016266,5.2,509
29531,tt3016948,5.0,10
29532,tt3025342,8.1,14
29533,tt3025780,6.4,51
29534,tt3031966,6.0,433
29535,tt3034146,5.5,292
29536,tt3034418,5.7,323
29537,tt3036634,6.8,8
29538,tt3037164,7.1,2773
29539,tt3037846,7.2,589
29540,tt3037906,6.9,142
29541,tt3038414,4.9,27
29542,tt3038708,5.1,3069
29543,tt3038772,4.6,529
29544,tt3046084,6.4,21
29545,tt3053070,5.8,5
29546,tt3053122,8.2,24
29547,tt3054606,6.2,41
29548,tt3057584,6.6,5
29549,tt3061600,8.0,5
29550,tt3068190,6.5,42
29551,tt3069766,5.0,128
29552,tt3073378,5.2,188
29553,tt3074366,8.3,6
29554,tt3076776,7.0,6
29555,tt3076982,4.8,191
29556,tt3077818,5.1,444
29557,tt3079222,5.0,209
29558,tt3082898,4.9,9459
29559,tt3083008,6.5,14443
29560,tt3086442,6.7,35640
29561,tt3089326,7.3,5010
29562,tt3091206,6.8,11
29563,tt3091440,7.3,10
29564,tt3092552,7.8,1824
29565,tt3093844,6.2,72
29566,tt3094252,5.4,1106
29567,tt3098654,5.3,101
29568,tt3099498,5.3,40827
29569,tt3100274,6.2,10203
29570,tt3101132,4.5,1401
29571,tt3103350,5.6,31
29572,tt3103410,7.1,41
29573,tt3104818,6.9,3987
29574,tt3107924,6.0,37
29575,tt3108176,5.7,6
29576,tt3108430,5.7,33
29577,tt3108662,5.0,74
29578,tt3111612,5.6,71
29579,tt3112990,6.3,119
29580,tt3113652,6.8,8
29581,tt3120054,6.1,2782
29582,tt3120274,6.4,10
29583,tt3121262,6.2,15
29584,tt3121434,5.6,1213
29585,tt3122200,3.4,15
29586,tt3122608,5.7,133
29587,tt3124176,7.4,18
29588,tt3124456,8.0,4627
29589,tt3129564,7.1,4469
29590,tt3134078,6.0,8
29591,tt3135152,4.5,48
29592,tt3142110,7.0,8
29593,tt3142914,4.9,17
29594,tt3144022,4.0,133
29595,tt3144582,6.0,414
29596,tt3148392,4.7,9
29597,tt3149134,4.5,35
29598,tt3149578,6.2,46
29599,tt3151604,8.2,18
29600,tt3152364,5.3,29
29601,tt3153580,5.7,135
29602,tt3163352,6.0,31
29603,tt3164198,6.2,1038
29604,tt3165648,8.0,33
29605,tt3170452,8.8,37
29606,tt3170622,8.1,35
29607,tt3173562,6.8,20
29608,tt3180454,8.0,18
29609,tt3184096,2.0,524
29610,tt3184616,6.7,137
29611,tt3184964,6.8,24
29612,tt3186946,6.7,3183
29613,tt3195826,3.1,35
29614,tt3198454,4.8,61
29615,tt3203242,3.8,12
29616,tt3203620,4.5,6523
29617,tt3203996,5.8,172
29618,tt3205376,6.9,38237
29619,tt3206798,8.0,9
29620,tt3207160,3.3,659
29621,tt3209858,6.7,15
29622,tt3210796,7.4,13
29623,tt3210830,5.9,734
29624,tt3212916,7.7,27
29625,tt3214286,6.8,1646
29626,tt3214890,7.1,16
29627,tt3215844,6.0,71
29628,tt3223636,5.0,20
29629,tt3224288,7.0,1470
29630,tt3227380,6.1,66
29631,tt3228830,7.4,893
29632,tt3230012,6.7,27
29633,tt3231020,6.9,455
29634,tt3231754,5.8,6
29635,tt3234056,8.6,7
29636,tt3243940,4.7,120
29637,tt3244466,6.9,112
29638,tt3244786,6.6,998
29639,tt3246052,7.4,15
29640,tt3253040,6.8,74
29641,tt3253476,2.8,580
29642,tt3253650,7.9,5521
29643,tt3254796,5.6,2159
29644,tt3259320,3.6,204
29645,tt3259424,6.7,143
29646,tt3264438,6.7,127
29647,tt3265404,5.6,355
29648,tt3265990,6.8,203
29649,tt3266494,8.8,94
29650,tt3268458,8.1,14411
29651,tt3272050,6.3,39
29652,tt3273290,7.1,23
29653,tt3281258,7.0,52
29654,tt3282370,5.4,23
29655,tt3296962,7.3,23
29656,tt3302654,6.8,1823
29657,tt3306666,6.0,9
29658,tt3307800,3.8,159
29659,tt3310618,7.3,6
29660,tt3310894,6.0,44
29661,tt3312160,6.9,32
29662,tt3312180,4.0,590
29663,tt3312762,7.0,114
29664,tt3313314,4.4,391
29665,tt3315204,9.4,10
29666,tt3317382,3.7,24
29667,tt3319608,8.6,9
29668,tt3325654,5.7,18
29669,tt3327538,6.2,48
29670,tt3332772,7.7,21
29671,tt3336658,4.9,54
29672,tt3338036,2.0,6
29673,tt3341582,7.9,1137
29674,tt3341876,7.8,13
29675,tt3342734,6.1,11
29676,tt3342954,7.2,61
29677,tt3343346,6.8,6
29678,tt3344492,2.9,9
29679,tt3344998,7.4,122
29680,tt3345120,5.8,9
29681,tt3345466,5.1,177
29682,tt3347444,8.4,18
29683,tt3347994,5.0,248
29684,tt3350376,4.1,119
29685,tt3350432,7.5,11
29686,tt3352744,7.6,11
29687,tt3361152,5.6,48
29688,tt3362914,7.5,618
29689,tt3367294,4.7,876
29690,tt3375154,6.9,83
29691,tt3379694,6.4,154
29692,tt3381858,7.8,61
29693,tt3382842,1.9,1300
29694,tt3383784,7.4,15
29695,tt3384854,6.4,14
29696,tt3385846,5.3,7
29697,tt3391710,7.7,24
29698,tt3399888,6.5,331
29699,tt3400912,3.6,14
29700,tt3403776,6.6,276
29701,tt3405186,5.0,6
29702,tt3405422,6.5,82
29703,tt3408656,5.6,14
29704,tt3408866,2.6,7
29705,tt3410080,6.5,19
29706,tt3411414,6.6,80
29707,tt3411572,5.9,70
29708,tt3411684,6.1,7
29709,tt3416004,7.3,10
29710,tt3421394,3.2,5
29711,tt3426262,7.8,1208
29712,tt3427008,7.9,12
29713,tt3431782,5.5,124
29714,tt3444206,3.4,240
29715,tt3445074,8.7,7
29716,tt3446876,6.8,61
29717,tt3447056,5.4,23
29718,tt3461856,7.2,5
29719,tt3462002,6.8,2126
29720,tt3463738,3.3,35
29721,tt3464502,8.6,5
29722,tt3467314,8.6,5
29723,tt3468238,8.8,52
29724,tt3468566,6.2,6
29725,tt3470790,5.9,138
29726,tt3471578,8.0,8
29727,tt3473064,8.2,24
29728,tt3473410,6.4,141
29729,tt3477762,6.6,185
29730,tt3480796,4.2,14436
29731,tt3481756,8.8,5
29732,tt3483752,7.0,28
29733,tt3484862,6.4,11
29734,tt3485114,5.2,557
29735,tt3493460,5.7,14
29736,tt3496094,5.9,53
29737,tt3501046,6.5,75
29738,tt3501994,7.4,1542
29739,tt3505094,8.3,6
29740,tt3505682,6.2,379
29741,tt3508890,8.2,9
29742,tt3512640,7.7,35
29743,tt3516160,4.8,315
29744,tt3516976,6.0,8
29745,tt3520290,4.6,1477
29746,tt3520488,5.8,243
29747,tt3524530,7.2,791
29748,tt3524792,7.2,230
29749,tt3525346,5.3,2136
29750,tt3526618,5.5,28
29751,tt3527510,6.9,143
29752,tt3528206,6.7,12
29753,tt3529052,6.0,192
29754,tt3531080,5.7,65
29755,tt3532278,6.8,1669
29756,tt3544506,8.4,9
29757,tt3546732,5.8,43
29758,tt3547466,4.9,21
29759,tt3560166,3.6,69
29760,tt3560364,7.5,102
29761,tt3561206,6.1,11
29762,tt3565160,6.7,67
29763,tt3565472,6.9,25
29764,tt3566920,3.8,5
29765,tt3568052,7.9,9
29766,tt3573040,7.0,266
29767,tt3579842,2.9,134
29768,tt3582110,6.5,11
29769,tt3582986,8.8,8
29770,tt3588852,9.2,79
29771,tt3592750,5.2,551
29772,tt3596492,7.0,1660
29773,tt3597732,3.1,558
29774,tt3605304,5.8,292
29775,tt3614922,5.5,923
29776,tt3620516,6.5,50
29777,tt3621336,7.4,15
29778,tt3623668,6.2,80
29779,tt3623740,8.0,16
29780,tt3630128,6.0,94
29781,tt3630782,2.2,142
29782,tt3636112,6.5,27
29783,tt3636776,6.4,979
29784,tt3638644,7.0,375
29785,tt3642628,7.4,14
29786,tt3646322,4.1,28
29787,tt3646344,6.3,850
29788,tt3647160,3.8,6
29789,tt3647328,6.0,92
29790,tt3647804,4.3,66
29791,tt3652526,6.8,4861
29792,tt3653252,8.2,6
29793,tt3654742,3.2,13
29794,tt3654972,4.6,351
29795,tt3655370,5.9,59
29796,tt3655892,6.4,8
29797,tt3659388,8.0,680116
29798,tt3662730,2.6,78
29799,tt3666024,7.5,25061
29800,tt3666182,7.7,11
29801,tt3666338,8.2,227
29802,tt3667644,6.9,42
29803,tt3669010,6.2,39
29804,tt3671934,7.8,43
29805,tt3672742,6.7,23947
29806,tt3675190,2.8,33
29807,tt3675896,7.1,34
29808,tt3676656,7.0,38
29809,tt3681488,4.3,148
29810,tt3685818,5.4,380
29811,tt3692324,6.5,51
29812,tt3693976,5.8,18
29813,tt3695956,6.5,28
29814,tt3696480,9.0,7
29815,tt3699104,4.2,67
29816,tt3699578,7.6,12
29817,tt3704248,7.6,98
29818,tt3707114,7.4,4485
29819,tt3707708,7.5,34
29820,tt3711578,6.9,58
29821,tt3712854,5.6,73
29822,tt3713076,7.3,73
29823,tt3714940,8.4,7
29824,tt3715896,6.2,105
29825,tt3722726,7.1,34
29826,tt3724978,7.9,12
29827,tt3725026,5.6,1138
29828,tt3726206,4.9,12
29829,tt3727202,5.2,3807
29830,tt3729576,7.6,5
29831,tt3732046,6.0,6
29832,tt3732306,5.8,258
29833,tt3732406,7.1,9
29834,tt3733618,3.5,367
29835,tt3734354,5.4,1238
29836,tt3734982,5.2,16
29837,tt3737944,6.5,191
29838,tt3738750,8.1,18
29839,tt3739208,8.9,15
29840,tt3746266,8.2,6
29841,tt3746708,3.1,87
29842,tt3750238,3.5,436
29843,tt3754662,3.2,120
29844,tt3758280,7.3,17
29845,tt3775978,8.0,14
29846,tt3777164,6.6,287
29847,tt3778692,4.2,40
29848,tt3778856,7.6,41
29849,tt3782790,5.0,212
29850,tt3783822,7.9,41
29851,tt3788182,5.7,59
29852,tt3788324,6.6,16
29853,tt3797214,6.8,44
29854,tt3797934,8.1,9
29855,tt3801730,6.8,639
29856,tt6765756,6.0,9
29857,tt6768558,7.0,183
29858,tt6768578,7.3,13486
29859,tt6771444,4.2,208
29860,tt6772418,7.1,154
29861,tt6777954,2.5,17
29862,tt6789732,8.5,15
29863,tt6819176,9.2,43
29864,tt6821206,7.2,5
29865,tt6822272,6.6,23
29866,tt6835498,7.1,522
29867,tt6853580,7.8,334
29868,tt6857258,6.7,6
29869,tt6857260,3.6,16
29870,tt6861980,8.3,91
29871,tt6864300,8.6,8
29872,tt6889032,7.0,2385
29873,tt6898134,6.4,24
29874,tt6899238,6.6,133
29875,tt6908760,7.2,500
29876,tt6921214,8.0,6
29877,tt6942666,6.2,10
29878,tt6969550,6.9,35
29879,tt6996846,8.7,6
29880,tt7014006,7.5,43256
29881,tt7019806,7.0,52
29882,tt7019942,8.8,2254
29883,tt7040270,8.9,57
29884,tt7041662,7.5,13
29885,tt7043176,8.2,291
29886,tt7047522,4.9,68
29887,tt7050870,5.4,148
29888,tt7073518,5.0,27
29889,tt7078986,7.2,12
29890,tt7088050,5.3,51
29891,tt7090136,6.7,27
29892,tt7106762,7.7,41
29893,tt7109900,8.2,626
29894,tt7115904,7.9,9
29895,tt7116248,5.3,445
29896,tt7122828,7.5,6
29897,tt7127992,6.3,10
29898,tt7130472,8.4,8
29899,tt7133528,6.3,318
